"OBJECTID","station_eu","component_","statistics","statisti_1","statistic_","station__1","country_na","type_of_st","station_ty","station__2","station_la","nb_luabloc","nb_luAgloc2010","nb_luFrloc","nb_luGUloc","nb_luIdloc2010","nb_luUrloc2010","nb_pop2010","nb_proxAg_empl","nb_proxAg_gva","nb_proxId_empl","nb_proxId_gva","nb_proxUr_empl","nb_proxUr_gva","nb_rHloc","nb_rLloc","nb_rMloc","nb_toploc","re_coastal","re_mdtall","re_tempall","re_windspa","r_proxIf2010","r_proxIn2010","r_proxUr2010","station_code_norm","longitude_recovered","latitude_recovered","coord_source","key_source_column","n_metadata_records","n_unique_coord_pairs","coordinate_ambiguous","coordinate_match","station_country_code","country_name_original"
1269,"IT1340A",8,2010,"day",36.046,"IT1340A","ITALY","Background","urban",11.286112,45.400002,0,800,0,0,0,2700,0,179.0469971,1.80697,3481460,72.9135971,156074,9.6310902,0,0,0,2.0032301,4.90837,30,13.0439997,1.4653701,57544.80078,84901.29688,16111.2998,"IT1340A",11.2860717772518,45.400085449427,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1270,"IT1341A",8,2010,"day",47.212,"IT1341A","ITALY","Traffic","urban",11.087222,45.413612,0,1400,0,0,600,400,0,537.1420288,2.31041,4017070,109.3700027,12005.7002,0.740853,0,0,0,2.00367,4.9846902,45,12.8702002,1.45193,56390.10156,131276,4864.790039,"IT1341A",11.0872802732455,45.4136962892087,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1271,"IT1342A",8,2010,"day",28.916,"IT1342A","ITALY","Background","urban",11.133611,45.256111,0,1100,0,0,0,2900,0,0,2.69698,38257.89844,0,156074,9.6310902,0,0,0,2.0043199,4.9590402,24,13.6429996,1.63044,55042.89844,1426.910034,15326.7002,"IT1342A",11.133728027032,45.256103515499,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1272,"IT1343A",8,2010,"day",26.594,"IT1343A","ITALY","Background","suburban",10.912222,45.4625,0,5700,0,0,400,500,0,1790.469971,2.4632399,3271050,36.4567986,0,0,0,0,0,2.00314,5.04566,88,12.6230001,1.37242,48691.80078,119861,5021.720215,"IT1343A",10.9122924803515,45.462524414119,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1273,"IT1346A",8,2010,"day",25.784,"IT1346A","ITALY","Traffic","urban",15.286112,37.090832,0,0,0,0,0,2900,0,0,0.733461,0,0,109739,6.5037699,0,0,0,1.99507,3.07918,67,18.0016994,0,79100.10156,0,27253.30078,"IT1346A",15.2860717774934,37.0908813475363,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1274,"IT1357A",8,2010,"day",22.06,"IT1357A","ITALY","Background","suburban",11.118889,43.873886,0,3000,0,0,0,900,0,197.6410065,0.56579,358794,25.9937,97801.60156,6.4606199,0,158,0,1.84408,4.84126,62,12.9319,0.626734,66397.89844,47801.60156,16634.40039,"IT1357A",11.1188964841617,43.873901367398,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1275,"IT1359A",8,2010,"day",54.152,"IT1359A","ITALY","Traffic","urban",11.063611,43.911667,0,2800,0,0,200,1500,0,65.8805008,0.704673,1780430,154.9629974,163003,10.7677002,0,122,0,1.76726,4.81707,61,12.6718998,0.608826,47729.5,111299,7375.649902,"IT1359A",11.0637207035663,43.9116821290621,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1276,"IT1372A",8,2010,"day",9.446,"IT1372A","ITALY","Industrial","suburban",8.784167,39.541389,0,3500,0,0,0,1800,0,246.2720032,0.401948,364630,13.0725002,50093.19922,2.4872301,0,0,0,2.0037601,4.4432001,49,16.0536003,1.63212,29253.59961,24971,9154.169922,"IT1372A",8.78430175822442,39.5415039059408,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1277,"IT1375A",8,2010,"day",11.298,"IT1375A","ITALY","Industrial","rural",9.015278,39.443611,0,2500,0,0,0,2700,0,34.575901,0.724431,0,0,208819,11.1716995,0,0,0,1.98517,4.3935499,91,16.1949005,1.57098,24634.59961,0,3923.219971,"IT1375A",9.01531982448342,39.443725586153,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1278,"IT1377A",8,2010,"day",17.805,"IT1377A","ITALY","Traffic","urban",8.594722,39.909168,0,0,0,0,0,2900,0,0,0.616399,58122.30078,0,80020.60156,4.3418999,0,0,0,2.0043199,3.7226501,6,16.2966995,0.840099,43687.89844,4994.189941,21603.90039,"IT1377A",8.59472656209644,39.9093017580249,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1279,"IT1378A",8,2010,"day",16.511,"IT1378A","ITALY","Traffic","urban",8.597777,39.898891,0,0,0,0,0,2900,0,0,0.474549,697468,39.4132004,80020.60156,4.3418999,0,0,0,2.0043199,3.64446,12,16.3185997,0.839861,37144.30078,68491.79688,23905.5,"IT1378A",8.59790039084361,39.898925781213,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1280,"IT1380A",8,2010,"day",30.528,"IT1380A","ITALY","Traffic","urban",8.568889,40.716389,0,400,0,0,700,1700,0,0,0.201339,1090180,68.8641968,50187.89844,2.7069299,0,41,0,1.9124399,4.0933099,240,16.0070992,2.82915,54850.39844,109872,20505.40039,"IT1380A",8.56890869157334,40.716491699539,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1281,"IT1381A",8,2010,"day",46.305,"IT1381A","ITALY","Traffic","urban",8.562778,40.730278,0,100,0,0,100,2500,0,15.9899998,0.164541,1499700,65.1417999,100376,5.4138598,0,0,0,1.94257,4.03052,201,16.0697002,2.8254199,66397.89844,144832,20348.40039,"IT1381A",8.5629272457793,40.7302856444602,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1282,"IT1383A",8,2010,"day",7.647,"IT1383A","ITALY","Industrial","suburban",8.393888,40.831944,0,3500,0,0,0,600,0,239.8509979,0.17926,260095,11.6324997,33458.60156,1.80462,0,71,0,2.00155,2.8450999,12,16.8841991,3.1605599,72364.10156,185499,6852.549805,"IT1383A",8.39392089867932,40.8320922848808,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1283,"IT1388A",8,2010,"day",32.346,"IT1388A","ITALY","Industrial","rural",10.691944,45.410835,0,6400,0,0,0,100,0,1871.640015,3.1844499,286934,0,0,0,0,0,0,1.98014,5.10395,88,13.1751003,0.913959,25789.30078,10701.7998,3504.73999,"IT1388A",10.6920776363443,45.4108886719205,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1284,"IT1389A",8,2010,"day",30.758,"IT1389A","ITALY","Industrial","rural",10.6975,45.390835,0,4800,0,0,0,1400,0,1002.659973,3.0951099,286934,0,48438.69922,3.20928,0,0,0,1.97789,5.1012998,82,13.2496004,0.941067,29638.5,10701.7998,8317.219727,"IT1389A",10.6975097659354,45.390930175792,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1285,"IT1390A",8,2010,"day",27.658,"IT1390A","ITALY","Industrial","rural",11.136666,45.06472,0,200,0,0,0,2600,0,0,2.28391,1274320,67.4944992,89957.60156,5.9600902,0,0,0,1.9913599,4.9675102,15,13.7936001,2.2207,28291.30078,23544.09961,10775.7998,"IT1390A",11.1367187503782,45.0646972653413,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1286,"IT1392A",8,2010,"day",22.543,"IT1392A","ITALY","Industrial","rural",11.204444,45.051388,0,5800,100,0,0,1000,0,1270.040039,2.6393299,426079,21.6504993,41518.89844,2.7508099,0,0,0,2.00036,4.9412498,14,13.8181,2.2592001,19823.09961,17123,2772.409912,"IT1392A",11.2045288090319,45.0515136719249,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1287,"IT1393A",8,2010,"day",24.844,"IT1393A","ITALY","Industrial","suburban",10.824166,45.157223,0,2800,0,0,0,2300,0,401.0660095,1.2566,8792790,337.4719849,83037.79688,5.5016198,0,0,0,1.99224,5.0632501,24,13.7203999,1.56873,53695.69922,221171,6277.149902,"IT1393A",10.8242797852684,45.1572875974295,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1288,"IT1396A",8,2010,"day",3.202,"IT1396A","ITALY","Industrial","suburban",8.386111,39.208611,0,1000,0,0,0,2900,0,0,0.180486,2271450,49.1664009,93058.60156,4.7733002,0,0,0,2.00301,2.8494799,22,17.3460007,1.0929,28483.69922,182645,9311.099609,"IT1396A",8.38610839887536,39.2086791990904,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1289,"IT1407A",8,2010,"day",7.653,"IT1407A","ITALY","Industrial","suburban",9.032499,40.237221,0,5500,0,0,0,1500,0,154.5599976,0.280662,1463640,51.0005989,68941.5,3.66733,0,0,0,1.93723,4.67242,186,14.1801004,2.10604,30600.80078,145545,7480.27002,"IT1407A",9.03247070333127,40.2373046874469,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1290,"IT1409A",8,2010,"day",39.018,"IT1409A","ITALY","Traffic","urban",10.410555,43.71389,0,0,0,0,0,2500,0,0,0.118871,384969,0,154112,9.17801,0,0,0,1.9849499,4.0225201,7,14.8621998,2.1410699,92572.10156,54936.10156,31961.09961,"IT1409A",10.410705566846,43.7139282224056,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1291,"IT1422A",8,2010,"day",61.437,"IT1422A","ITALY","Traffic","urban",14.211389,42.465836,0,0,0,100,0,2500,0,0,0.0368936,1851710,61.4688988,196711,11.7202997,0,0,11,1.98901,2.8926599,10,14.5719995,1.21658,84873.79688,93462.79688,21865.40039,"IT1422A",14.2114868162476,42.4658813477873,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1292,"IT1423A",8,2010,"day",22.505,"IT1423A","ITALY","Background","suburban",14.234722,42.456669,0,0,200,1200,0,700,0,95.339798,0.120202,1050970,43.7966003,30263.19922,1.80312,0,0,0,1.96706,2.1505201,5,0,1.22039,61586.39844,59216.89844,12606.59961,"IT1423A",14.2346801760231,42.4567260742811,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1293,"IT1424A",8,2010,"day",8.83,"IT1424A","ITALY","Industrial","suburban",9.011389,40.239445,0,3500,0,0,800,400,0,99.3599014,0.29342,2043440,120.0009995,15320.2998,0.814962,0,0,0,2.0000401,4.6553702,161,14.3017998,2.1020899,5966.189941,204049,2406.23999,"IT1424A",9.01147460926596,40.2395019533858,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1294,"IT1437A",8,2010,"day",36.251,"IT1437A","ITALY","Traffic","urban",10.386945,43.711113,0,500,0,0,100,1400,0,0,0.245786,2958180,105.2910004,89898.60156,5.3538399,0,137,0,2.0042701,3.9340301,3,15.0151997,2.16308,86221,129849,21028.40039,"IT1437A",10.3870849611348,43.7111206053207,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1295,"IT1447A",8,2010,"day",39.377,"IT1447A","ITALY","Traffic","urban",10.866112,45.367775,0,400,0,0,1200,0,0,0,2.61607,4189240,127.598999,0,0,0,3,0,2.0043199,5.0526299,55,13.1959,1.46381,32525.30078,149826,1778.530029,"IT1447A",10.8660888670997,45.3679199218063,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1296,"IT1456A",8,2010,"day",45.247,"IT1456A","ITALY","Traffic","urban",9.832778,44.112778,0,0,0,0,100,2700,0,0,0.186343,510148,1.63079,200722,12.8037996,0,0,0,1.78034,2.5569699,10,0,1.8875999,59661.89844,41380.5,19511.5,"IT1456A",9.83288574174954,44.1129150392695,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1297,"IT1458A",8,2010,"day",43.313,"IT1458A","ITALY","Traffic","urban",10.526944,42.931389,0,0,0,0,1200,500,0,0,0.277348,4472590,120.0230026,14457.7002,0.887196,0,0,0,1.97489,2.9316599,27,16.6980991,1.07718,16936.30078,139837,12868.2002,"IT1458A",10.5269165035635,42.9315185548352,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1298,"IT1460A",8,2010,"day",24.926,"IT1460A","ITALY","Industrial","rural",8.712777,45.565277,0,500,2800,0,0,0,0,579.2659912,1.57911,0,0,0,0,0,0,0,1.9852099,5.1013999,151,12.7788,0.445434,21940.19922,32105.5,1046.189941,"IT1460A",8.71289062488782,45.5653076169551,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1299,"IT1465A",8,2010,"day",46.784,"IT1465A","ITALY","Background","suburban",10.216111,45.506943,0,4700,0,0,0,500,0,1001.099976,1.0685199,6189740,260.79599,18630.40039,1.21806,0,0,0,1.9817801,5.1756601,114,12.7806997,0.843757,82179.39844,170516,4760.169922,"IT1465A",10.216125487961,45.5070800778505,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1300,"IT1468A",8,2010,"day",38.539,"IT1468A","ITALY","Background","urban",11.008056,45.443611,0,1000,0,400,500,1400,0,179.0469971,0.707207,5490000,112.8759995,60028.60156,3.7042699,0,114,0,1.96933,5.0142498,66,12.6693001,1.41478,81794.5,156247,19093,"IT1468A",11.0081176761369,45.4437255856737,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1301,"IT1477A",8,2010,"day",25.952,"IT1477A","ITALY","Industrial","urban",13.78,45.599442,0,300,100,0,200,1100,0,60.7369003,0.405201,3137130,85.9756012,139478,8.9807997,0,168,0,1.8384399,0,0,12.3593998,0.662287,33680.10156,89702.70313,8944.94043,"IT1477A",13.7800903316088,45.5994873044493,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1302,"IT1478A",8,2010,"day",8.105,"IT1478A","ITALY","Background","rural",12.468333,46.263054,0,1800,1500,0,0,0,0,568.6450195,0.817764,0,0,0,0,0,0,14,0.428801,4.9007401,552,6.8060699,0.377375,17321.19922,0,313.8569946,"IT1478A",12.4683227538072,46.2631225587354,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1303,"IT1485A",8,2010,"day",29.997,"IT1485A","ITALY","Traffic","suburban",14.360001,41.07,0,2000,0,0,0,1300,0,866.2620239,1.75344,1047060,38.9160995,36313.89844,2.0253899,0,0,0,1.79062,4.415,75,14.3465004,1.82514,71016.89844,123428,13182,"IT1485A",14.3601074215172,41.0701293948354,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1304,"IT1487A",8,2010,"day",30.73,"IT1487A","ITALY","Traffic","urban",14.3375,41.0825,0,200,0,100,500,2100,0,0,0.899275,1135550,46.4339981,72627.70313,4.0507798,0,0,0,1.87985,4.4281402,82,14.3699999,1.82373,66975.29688,86328.20313,18151.40039,"IT1487A",14.3375244139766,41.0825195315724,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1305,"IT1491A",8,2010,"day",60.156,"IT1491A","ITALY","Traffic","urban",14.271667,40.853611,0,0,0,0,100,1300,0,0,0,5843040,186.6289978,89175.39844,4.9360099,0,95,0,1.96623,2.96471,17,15.8518,1.50342,106429,244002,14123.59961,"IT1491A",14.271728515632,40.8536987304183,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1306,"IT1504A",8,2010,"day",43.791,"IT1504A","ITALY","Traffic","urban",14.769722,40.683891,0,0,0,0,100,2600,0,0,0.811298,591051,26.5944004,155313,8.8185501,0,0,0,1.6493599,2.9771199,56,14.3221998,0.680931,86605.89844,74912.89844,13443.59961,"IT1504A",14.769714355353,40.6838989255477,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1307,"IT1515A",8,2010,"day",24.84,"IT1515A","ITALY","Background","suburban",8.268888,46.011944,0,6000,0,0,0,300,0,148.9589996,0.0727647,656343,72.7932968,8916.759766,0.525069,0,0,0,0.893774,5.2546101,225,6.1156998,0.681053,41570.89844,41380.5,5335.580078,"IT1515A",8.26892089822261,46.0120849611991,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1308,"IT1519A",8,2010,"day",16.493,"IT1519A","ITALY","Background","rural",8.1675,44.413612,0,4300,0,0,0,1900,0,490.8970032,1.2851,0,0,117261,7.30546,0,0,0,1.53777,4.4230399,390,11.4334002,1.18305,25212,0,2929.340088,"IT1519A",8.16748046834346,44.4136962891258,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1309,"IT1531A",8,2010,"day",36.337,"IT1531A","ITALY","Background","urban",8.406944,45.879166,0,100,400,0,0,2500,0,22.9167004,0.0566949,0,0,107001,6.3008299,0,0,0,1.23953,5.2129898,309,9.4906101,0.723536,42340.69922,0,15117.5,"IT1531A",8.40692138664137,45.8790893556157,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1310,"IT1533A",8,2010,"day",43.742,"IT1533A","ITALY","Traffic","urban",8.415277,45.328331,0,0,0,0,0,2900,0,0,0.285322,1907050,60.4556007,107888,6.1842098,0,0,0,2.0039599,5.0138998,131,12.8429003,0.877911,58699.60156,102738,28456.40039,"IT1533A",8.41528320354663,45.3283081051691,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1311,"IT1534A",8,2010,"day",29.183,"IT1534A","ITALY","Traffic","urban",11.472221,45.71611,0,3000,0,0,0,1700,0,443.1130066,0.911962,152918,0,63264.5,4.1051798,0,0,0,1.90947,4.89185,163,10.8570004,0.394983,63703.5,1426.910034,22126.90039,"IT1534A",11.4722900392315,45.7161254883681,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1312,"IT1535A",8,2010,"day",27.046,"IT1535A","ITALY","Background","urban",11.311389,45.183613,0,700,0,0,0,2900,0,0,2.09165,325192,0.701092,156074,9.6310902,0,0,0,2.0043199,4.8877201,16,13.8410997,1.67503,46959.69922,8561.480469,14803.59961,"IT1535A",11.3115234378712,45.1837158202326,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1313,"IT1536A",8,2010,"day",20.008,"IT1536A","ITALY","Background","urban",9.842777,44.117775,0,0,0,0,0,2900,0,0,0.306611,1530440,37.5082016,217449,13.8706999,0,0,3,1.78187,2.96471,8,14.2451,1.87773,60046.80078,44947.69922,21028.40039,"IT1536A",9.84289550816205,44.1179199219377,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1314,"IT1537A",8,2010,"day",34.763,"IT1537A","ITALY","Traffic","urban",13.771111,45.650002,0,0,0,100,100,2200,0,0,0.0092178,1329640,36.1487999,334748,21.5538998,0,152,0,1.79012,2.45155,16,12.3751001,0.649672,88723,111299,21446.90039,"IT1537A",13.7711181642652,45.6500854490996,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1315,"IT1542A",8,2010,"day",11.396,"IT1542A","ITALY","Background","rural",9.846666,44.169724,0,800,2600,0,0,0,0,965.7130127,0.854964,542033,0,0,0,0,0,0,1.55839,3.8199899,277,13.3625002,1.77264,51578.60156,11415.2998,1412.359985,"IT1542A",9.84667968734755,44.1696777342385,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1316,"IT1544A",8,2010,"day",38.414,"IT1544A","ITALY","Industrial","urban",9.857779,44.106667,0,100,0,0,0,0,0,0,0.162586,4368140,141.8789978,0,0,0,75,0,1.84582,2.1505201,2,0,1.88234,72556.5,155533,6015.600098,"IT1544A",9.85791015643334,44.1066894533955,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1317,"IT1546A",8,2010,"day",16.039,"IT1546A","ITALY","Industrial","suburban",9.838888,44.06472,0,700,1100,0,0,300,0,499.5069885,0.320717,31884.30078,1.63079,16726.80078,1.06698,0,0,0,1.72568,0,0,0,1.91343,20015.59961,15696,2301.620117,"IT1546A",9.83892822267724,44.0646972653876,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1318,"IT1547A",8,2010,"day",13.444,"IT1547A","ITALY","Industrial","suburban",9.865833,44.128609,0,3900,1400,0,0,0,0,965.7130127,0.603572,2104360,0,0,0,0,0,0,1.7167,3.38358,140,14.0268002,1.7944,51771.10156,25684.40039,6695.629883,"IT1547A",9.8659057616383,44.1287231443984,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1319,"IT1548A",8,2010,"day",11.051,"IT1548A","ITALY","Background","rural",9.897778,44.183056,0,500,2900,0,0,0,0,965.7130127,0.732053,502971,0,0,0,0,0,0,1.71172,3.9516799,199,13.0663996,1.70842,24057.19922,20690.19922,2197,"IT1548A",9.89788818335644,44.1831054690695,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1320,"IT1551A",8,2010,"day",34.068,"IT1551A","ITALY","Background","urban",11.192778,43.756943,0,100,0,500,300,1700,0,0,0.298483,3247830,85.1835022,147402,8.9630299,0,0,0,1.95033,4.8635302,45,13.3663998,0,52156,114153,18256,"IT1551A",11.1926879886095,43.7570800784221,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1321,"IT1552A",8,2010,"day",78.54,"IT1552A","ITALY","Traffic","urban",13.328889,38.121387,0,0,0,0,500,1400,0,0,0.0951807,2107170,89.8172989,34331.60156,1.98887,21,0,0,1.81165,3.5093501,61,16.8831005,1.77342,84296.39844,156960,24951.69922,"IT1552A",13.3289184573745,38.1215209963127,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1322,"IT1553A",8,2010,"day",25.879,"IT1553A","ITALY","Background","rural",11.006945,43.916111,0,5400,0,0,0,1200,0,1181.709961,4.0589299,4986700,172.5570068,70186.89844,4.6265101,0,27,0,1.90066,4.7866802,50,12.6871004,1.82419,46959.69922,124141,8735.700195,"IT1553A",11.0070800779664,43.9160766602708,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1323,"IT1554A",8,2010,"day",34.714,"IT1554A","ITALY","Traffic","suburban",10.765278,43.888889,0,300,0,0,0,2900,0,0,4.2576299,275929,0,152072,10.0241003,0,0,0,1.77433,4.6186099,48,12.8032999,1.80524,42340.69922,4994.189941,18988.40039,"IT1554A",10.7653198245892,43.8889160153463,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1324,"IT1555A",8,2010,"day",28.618,"IT1555A","ITALY","Background","urban",10.769166,43.876663,0,0,0,0,0,2900,0,0,2.6845801,3188510,114.9710007,152072,10.0241003,0,0,0,1.95877,4.61865,21,12.9899998,1.8091,52348.5,57790,21446.90039,"IT1555A",10.7692871091757,43.8767089844225,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1325,"IT1559A",8,2010,"day",24.622,"IT1559A","ITALY","Industrial","urban",10.327222,43.566666,0,0,0,0,400,1700,0,0,0.0763009,9407130,205.753006,130119,7.9847698,0,41,0,2.00425,2.99561,7,15.6299,0,99693.10156,405957,13652.7998,"IT1559A",10.327270507686,43.566711425631,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1326,"IT1560A",8,2010,"day",44.167,"IT1560A","ITALY","Traffic","urban",10.329722,43.554722,0,0,0,0,0,2900,0,0,0.152602,4745560,67.2656021,187950,11.5335999,0,201,0,2.00386,3.2881701,14,15.6449003,0,70824.39844,182645,27044,"IT1560A",10.3297119139309,43.5546875001192,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1327,"IT1564A",8,2010,"day",48.388,"IT1564A","ITALY","Traffic","urban",13.514722,43.607777,0,0,0,0,200,2100,0,0,0.249591,2675150,43.456501,193585,11.2889004,0,109,6,1.81836,3.0536101,33,15.3540001,2.34582,89492.79688,78480.20313,18726.80078,"IT1564A",13.5147094725204,43.6079101561161,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1328,"IT1565A",8,2010,"day",32.544,"IT1565A","ITALY","Traffic","urban",15.289445,37.083054,0,0,0,0,0,2900,0,0,0.421878,532220,0,109739,6.5037699,0,71,0,1.99753,2.9286699,60,17.9909992,0,84488.89844,10701.7998,27253.30078,"IT1565A",15.2894897458769,37.0831298831439,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1329,"IT1571A",8,2010,"day",26.236,"IT1571A","ITALY","Background","urban",10.905277,43.940834,0,0,0,0,0,2900,0,0,3.13959,2514020,24.5272007,152072,10.0241003,0,0,0,1.87475,4.7314901,85,12.3697004,1.77685,70247,32819,23905.5,"IT1571A",10.9052734372852,43.9409179687781,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1330,"IT1572A",8,2010,"day",39.4,"IT1572A","ITALY","Traffic","urban",10.914166,43.930557,0,0,0,0,800,1500,0,0,1.79405,5518580,225.3439941,58489.10156,3.8554299,0,0,0,1.9648,4.7343001,73,12.5618,1.80414,89685.29688,93462.79688,22597.69922,"IT1572A",10.9143066406608,43.9304809570371,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1331,"IT1573A",8,2010,"day",30.624,"IT1573A","ITALY","Background","suburban",13.005555,43.839165,0,0,0,0,0,2900,0,0,0.220926,2006770,24.2311001,224815,13.5135002,0,0,0,2.0002899,3.1631701,14,15.0132999,0.78825,64665.80078,43520.80078,24376.30078,"IT1573A",13.0056762691146,43.8392944336102,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1332,"IT1574A",8,2010,"day",28.598,"IT1574A","ITALY","Traffic","urban",15.154444,37.084999,0,0,0,0,0,2900,0,0,2.5395401,831593,28.4088001,109739,6.5037699,0,70,0,1.99254,3.88358,118,17.1242008,0,44457.69922,29965.19922,12502,"IT1574A",15.1544799808044,37.0850830080848,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
1333,"IT1575A",8,2010,"day",5.398,"IT1575A","ITALY","Industrial","suburban",8.430278,39.177223,0,6000,200,0,0,500,0,309.0039978,0.477431,1586900,22.2418995,14316.7002,0.734354,0,0,0,1.99117,3.0667701,26,17.1958008,1.07638,13664.5,107732,1412.359985,"IT1575A",8.43029785181793,39.1773071288454,"EEA AirBase v8 ArcGIS","station_european_code",1,1,FALSE,TRUE,"IT","ITALY"
