"OBJECTID","station_european_code","station_local_code","country_iso_code","country_name","station_name","station_start_date","station_end_date","type_of_station","station_ozone_classification","station_type_of_area","station_subcat_rural_back","street_type","station_longitude_deg","station_latitude_deg","station_altitude","station_city","lau_level1_code","lau_level2_code","lau_level2_name","EMEP_station","arcgis_longitude","arcgis_latitude"
6619,"IT1395A","2009203","IT","Italy","CENAS7 2009203",888710400000,"2010-05-26","Industrial","rural","suburban",NA,NA,9.013611,39.228889,6,"ASSEMINI",NA,"92003","Assemini","no",9.01367187497618,39.2288818359352
6620,"IT1396A","2009205","IT","Italy","CENPS2 2009205",888710400000,NA,"Industrial",NA,"suburban",NA,NA,8.386111,39.208611,28,"PORTOSCUSO",NA,"107016","Portoscuso","no",8.38610839887536,39.2086791990904
6621,"IT1397A","2009204","IT","Italy","CENAS8 2009204",888710400000,NA,"Industrial","rural","suburban",NA,NA,8.995833,39.226944,9,"ASSEMINI",NA,NA,NA,"no",8.9959106447917,39.2269287108677
6622,"IT1398A","1908264","IT","Italy","VIA LIBERTA 1908264",-2208988800000,NA,"Industrial",NA,"unknown",NA,"Highway: average speed vehicles > 80 km/h",13.71,37.977222,-9999,"TERMINI IMERESE",NA,"82070","Termini Imerese","no",13.7100830081431,37.9772949221226
6623,"IT1399A","1908265","IT","Italy","VILLAGGIO IMERIA 1908265",-2208988800000,NA,"Industrial",NA,"unknown",NA,"Highway: average speed vehicles > 80 km/h",13.816112,37.976391,-9999,"TERMINI IMERESE",NA,"82070","Termini Imerese","no",13.8161010739454,37.9765014649325
6624,"IT1400A","701168","IT","Italy","PITELLI 701168",-2208988800000,NA,"Industrial",NA,"suburban",NA,"Highway: average speed vehicles > 80 km/h",9.878612,44.095833,130,"LA SPEZIA",NA,"11015","La Spezia","no",9.87872314419938,44.0958862304107
6625,"IT1402A","1104214","IT","Italy","MARINA DI MONTEMARCIANO 1104214",9.45216e+11,NA,"Traffic",NA,"suburban",NA,"Wide street: L/H > 1.5",13.344999,43.648891,5,"MONTEMARCIANO",NA,"42018","Falconara Marittima","no",13.3450927731855,43.6489257809852
6626,"IT1407A","2009105","IT","Italy","CENOT3 2009105",888710400000,NA,"Industrial","rural","suburban",NA,NA,9.032499,40.237221,181,"OTTANA",NA,"91070","Ottana","no",9.03247070333127,40.2373046874469
6627,"IT1409A","905001","IT","Italy","PI-BORGHETTO 905001",8.60976e+11,NA,"Traffic",NA,"urban",NA,NA,10.410555,43.71389,5,"PISA",NA,"50026","Pisa","no",10.410705566846,43.7139282224056
6628,"IT1411A","1908504","IT","Italy","CORSO V. EMANUELE 1908504",695606400000,NA,"Traffic","urban","urban",NA,"Wide street: L/H > 1.5",14.063334,37.490002,554,"CALTANISSETTA",NA,"85004","Caltanissetta","no",14.0634765623146,37.4901123047107
6629,"IT1412A","1104405","IT","Italy","CENTRALINA ITAS - ARPAM",6.31152e+11,NA,"Industrial",NA,"suburban",NA,NA,13.597222,42.854167,160,NA,NA,NA,NA,"no",13.5972900389108,42.8543090817625
6630,"IT1414A","1104403","IT","Italy","ASCOLI VIALE MARCONI 1104403",907977600000,NA,"Traffic","urban","urban",NA,"Wide street: L/H > 1.5",13.593611,42.852222,200,"ASCOLI PICENO",NA,"44007","Ascoli Piceno","no",13.5936889651263,42.8522949221649
6631,"IT1418A","309806","IT","Italy","MONTANASO 309806",410227200000,NA,"Background","rural","rural",NA,NA,9.452778,45.335278,83,"MONTANASO LOMBARDO",NA,"98040","Montanaso Lombardo","no",9.45288085941895,45.3353271482897
6632,"IT1419A","1306903","IT","Italy","SAN SALVO 1306903",852076800000,NA,"Industrial","suburban","suburban",NA,NA,14.728055,42.044167,32,"SAN SALVO",NA,"69083","San Salvo","no",14.7280883789227,42.0443115235586
6633,"IT1420A","1306902","IT","Italy","ATESSA 1306902",852076800000,NA,"Industrial","suburban","suburban",NA,NA,14.451944,42.070278,61,"ATESSA",NA,"69005","Atessa","no",14.4520874020851,42.0703125001346
6634,"IT1421A","1306901","IT","Italy","CHIETI 1306901",852076800000,NA,"Industrial","suburban","suburban",NA,NA,14.138888,42.361664,33,"CHIETI",NA,"69022","Chieti","no",14.1389160153714,42.3616943362443
6635,"IT1422A","1306807","IT","Italy","PE - CORSO VIT. EMANUELE 1306807",883612800000,NA,"Traffic",NA,"urban",NA,"Canyon street: L/H < 1.5",14.211389,42.465836,5,"PESCARA",NA,"68028","Pescara","no",14.2114868162476,42.4658813477873
6636,"IT1423A","1306809","IT","Italy","PE - TEATRO D'ANNUNZIO 1306809",883612800000,NA,"Background","suburban","suburban",NA,NA,14.234722,42.456669,3,"PESCARA",NA,"68028","Pescara","no",14.2346801760231,42.4567260742811
6637,"IT1424A","2009104","IT","Italy","CENOT2 2009104",888710400000,NA,"Industrial","rural","suburban",NA,NA,9.011389,40.239445,154,"OTTANA",NA,NA,NA,"no",9.01147460926596,40.2395019533858
6638,"IT1425A","2009103","IT","Italy","CENNU3 2009103",888710400000,"2011-04-05","Background",NA,"suburban",NA,NA,9.328889,40.31472,531,"NUORO",NA,NA,NA,"no",9.32891845713286,40.3146972655512
6639,"IT1426A","2009020","IT","Italy","CENSU1 2009020",375235200000,"1994-06-01","Traffic",NA,"rural",NA,"Highway: average speed vehicles > 80 km/h",8.297223,40.808334,60,"PORTO TORRES",NA,"90064","Sassari","no",8.29730224615625,40.8082885742473
6640,"IT1427A","2009102","IT","Italy","CENNU2 2009102",888710400000,NA,"Traffic","urban","urban",NA,"Wide street: L/H > 1.5",9.328889,40.31889,511,"NUORO",NA,"91051","Nuoro","no",9.32891845713286,40.3189086914658
6641,"IT1428A","2009101","IT","Italy","CENNU1 2009101",888710400000,NA,"Traffic","urban","urban",NA,"Wide street: L/H > 1.5",9.321667,40.320553,543,"NUORO",NA,"91051","Nuoro","no",9.32171630866552,40.3206787106027
6642,"IT1430A","701161","IT","Italy","BOLANO 701161",-2208988800000,NA,"Industrial",NA,"suburban",NA,"Highway: average speed vehicles > 80 km/h",9.8925,44.185558,275,"LA SPEZIA",NA,"11004","Bolano","no",9.89251708979739,44.1854858400678
6643,"IT1431A","804001","IT","Italy","RICCIONE LUNGOMARE LIBERTA 804001",886291200000,"2008-01-04","Traffic","urban","urban",NA,"Wide street: L/H > 1.5",12.659444,44.0225,1,"RICCIONE",NA,NA,NA,"no",12.6594848634104,44.0225219724922
6644,"IT1432A","701170","IT","Italy","S.VENERIO 701170",-2208988800000,NA,"Industrial",NA,"suburban",NA,"Highway: average speed vehicles > 80 km/h",9.866389,44.12833,176,"LA SPEZIA",NA,"11015","La Spezia","no",9.86651611297496,44.1284790036988
6645,"IT1435A","1908301","IT","Italy","CONDRO 1908301",6.94224e+11,NA,"Industrial",NA,"suburban",NA,NA,15.325,38.175278,150,"CONDRO'",NA,"83018","Condrò","no",15.3250732422779,38.175292969051
6646,"IT1437A","905004","IT","Italy","PI-FAZIO 905004",852076800000,"2011-02-04","Traffic",NA,"urban",NA,NA,10.386945,43.711113,5,"PISA",NA,"50026","Pisa","no",10.3870849611348,43.7111206053207
6647,"IT1439A","502805","IT","Italy","ZONA INDUSTRIALE",449625600000,NA,"Background",NA,"suburban",NA,"Wide street: L/H > 1.5",11.920559,45.405003,10,"PADOVA",NA,"28060","Padova","no",11.9204711910179,45.4050903321992
6648,"IT1440A","1908902","IT","Italy","BELVEDERE 1908902",420595200000,NA,"Traffic",NA,"urban",NA,"Canyon street: L/H < 1.5",15.211666,37.094444,150,"SIRACUSA",NA,"89017","Siracusa","no",15.2117309568427,37.0944824220707
6649,"IT1441A","701022","IT","Italy","V. XX SETTEMBRE 701022",725846400000,"2003-04-30","Traffic",NA,"urban",NA,"Canyon street: L/H < 1.5",8.9375,44.404446,15,"GENOVA",NA,"10025","Genova","no",8.93750000031547,44.4044799807362
6650,"IT1443A","1908510","IT","Italy","VIA CAVOUR 1908510",695606400000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",13.991112,37.483334,680,"SAN CATALDO",NA,"85016","San Cataldo","no",13.9910888668394,37.4832763673039
6651,"IT1444A","803806","IT","Italy","LABORATORIO 803806",283996800000,NA,"Traffic",NA,"urban",NA,"Canyon street: L/H < 1.5",11.628889,44.835831,6,"FERRARA",NA,"38008","Ferrara","no",11.6289062497061,44.8358764646123
6652,"IT1447A","502311","IT","Italy","VILLAFRANCA 502311",883612800000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",10.866111,45.367778,54,"VILLAFRANCA DI VERONA",NA,NA,NA,"no",10.8660888670997,45.3679199218063
6653,"IT1449A","1908312","IT","Italy","S.FILIPPO DEL MELA 1908312",6.94224e+11,NA,"Industrial",NA,"rural",NA,NA,15.271389,38.174725,50,"SANTA LUCIA DEL MELA",NA,"83077","San Filippo del Mela","no",15.2714843751578,38.1746826170586
6654,"IT1451A","803717","IT","Italy","SAN PIETRO CAPOFIUME 803717",951868800000,NA,"Background","rural","rural",NA,NA,11.639444,44.662224,11,"MOLINELLA",NA,"37039","Molinella","no",11.6395263674552,44.6622924805459
6655,"IT1452A","804011","IT","Italy","BECCARIA 804011",977356800000,"2008-01-07","Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",12.045279,44.222778,28,"FORLI'",NA,"40012","Forlì","no",12.0452880860736,44.2229003908381
6656,"IT1453A","502808","IT","Italy","PD - Mandria 502808",915148800000,NA,"Background","urban","urban",NA,NA,11.841944,45.371944,13,"PADOVA",NA,"28060","Padova","no",11.8419189452459,45.3718872073199
6657,"IT1454A","803317","IT","Italy","CENO 803317",975283200000,"2008-12-31","Industrial",NA,"suburban",NA,NA,9.725277,45.051945,61,"PIACENZA",NA,"33032","Piacenza","no",9.72528076157367,45.0518798828234
6658,"IT1455A","803407","IT","Italy","MILAZZO 803407",946684800000,"2008-01-28","Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",10.321667,44.794998,55,"PARMA",NA,"34027","Parma","no",10.321716308726,44.7951049804217
6659,"IT1456A","701105","IT","Italy","SAN CIPRIANO/LIBERTA - LA SPEZIA 701105",946684800000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",9.832778,44.112778,2,"LA SPEZIA",NA,NA,NA,"no",9.83288574174954,44.1129150392695
6660,"IT1457A","701106","IT","Italy","CHIODO/AMENDOLA - LA SPEZIA 701106",946684800000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",9.818611,44.101665,3,"LA SPEZIA",NA,"11015","La Spezia","no",9.81872558624787,44.1016845704717
6661,"IT1458A","904906","IT","Italy","LI-GIARDINI-PUBBLICI 904906",955843200000,NA,"Traffic",NA,"urban",NA,NA,10.526944,42.931389,43,"PIOMBINO",NA,"49012","Piombino","no",10.5269165035635,42.9315185548352
6662,"IT1459A","301214","IT","Italy","BUSTO ARSIZIO - ACCAM 301214",917827200000,NA,"Background",NA,"suburban",NA,"Wide street: L/H > 1.5",8.834444,45.578888,206,"BUSTO ARSIZIO",NA,"15131","Magnago","no",8.8344726560627,45.5789184567893
6663,"IT1460A","301215","IT","Italy","SOMMA LOMBARDO - MXP 301215",959817600000,NA,"Industrial","rural","rural",NA,NA,8.712777,45.565277,205,"SOMMA LOMBARDO",NA,"12090","Lonate Pozzolo","no",8.71289062488782,45.5653076169551
6664,"IT1463A","301621","IT","Italy","OSIO SOTTO 301621",954547200000,NA,"Background","suburban","suburban",NA,NA,9.612778,45.620552,182,"OSIO SOTTO",NA,"16126","Levate","no",9.61291503917533,45.6204833984216
6665,"IT1464A","301622","IT","Italy","CASIRATE D'ADDA 301622",341884800000,NA,"Background","rural background","rural",NA,"Unknown",9.556389,45.497501,115,"CASIRATE D'ADDA",NA,"16059","Casirate d'Adda","no",9.55651855500835,45.4974975584005
6666,"IT1465A","301723","IT","Italy","BRESCIA - VIA ZIZIOLA 301723",8.75664e+11,NA,"Background","urban","suburban",NA,"Wide street: L/H > 1.5",10.216111,45.506943,70,"BRESCIA",NA,"17029","Brescia","no",10.216125487961,45.5070800778505
6667,"IT1466A","301555","IT","Italy","TREZZO D'ADDA 301555",983404800000,NA,"Background","suburban","suburban",NA,"Unknown",9.506389,45.617222,187,"TREZZO SULL'ADDA",NA,"15221","Trezzo sull'Adda","no",9.50653076167275,45.6173095700284
6668,"IT1468A","502312","IT","Italy","VR - Piazza Bernardi 502312",978307200000,"2012-12-31","Background",NA,"urban",NA,NA,11.008056,45.443611,56,"VERONA",NA,NA,NA,"no",11.0081176761369,45.4437255856737
6669,"IT1469A","803620","IT","Italy","MODENA - XX SETTEMBRE 803620",9.36144e+11,"2006-04-07","Background","urban","urban",NA,NA,10.929167,44.641113,30,"MODENA",NA,"36023","Modena","no",10.9290771483974,44.6411132813353
6670,"IT1474A","603103","IT","Italy","DOBERDO DEL LAGO 603103",1037491200000,NA,"Background","rural","rural",NA,NA,13.544723,45.843887,125,"DOBERDO' DEL LAGO",NA,"31003","Doberdò del Lago","no",13.5446777339293,45.8438720703689
6671,"IT1475A","603209","IT","Italy","PITACCO 603209",1008115200000,NA,"Industrial",NA,"urban",NA,NA,13.777778,45.624165,27,"TRIESTE",NA,"32006","Trieste","no",13.7778930667968,45.6240844725844
6672,"IT1476A","603210","IT","Italy","VIA SVEVO 603210",1008115200000,NA,"Industrial",NA,"urban",NA,NA,13.780833,45.630276,8,"TRIESTE",NA,"32006","Trieste","no",13.7808837892447,45.6303100587109
6673,"IT1477A","603211","IT","Italy","MUGGIA 603211",1008115200000,NA,"Industrial",NA,"urban",NA,NA,13.78,45.599442,2,"MUGGIA",NA,NA,NA,"no",13.7800903316088,45.5994873044493
6674,"IT1478A","609308","IT","Italy","CLAUT - LOCALITA PORTO PINEDO 609308",978307200000,NA,"Background","suburban","rural",NA,NA,12.468333,46.263056,558,"CLAUT",NA,NA,NA,"no",12.4683227538072,46.2631225587354
6675,"IT1479A","701027","IT","Italy","GIARDINI MELIS - GENOVA 701027",974937600000,NA,"Traffic",NA,"urban",NA,NA,8.873889,44.416111,5,"GENOVA",NA,"10025","Genova","no",8.87390136678283,44.4160766602229
6676,"IT1480A","803621","IT","Italy","MARANELLO 803621",9.36144e+11,NA,"Background","urban","urban",NA,NA,10.877778,44.526389,110,"MARANELLO",NA,NA,NA,"no",10.8779296875221,44.52648925777
6677,"IT1481A","803622","IT","Italy","SOLIGNANO 803622",7.53408e+11,"2004-10-13","Industrial",NA,"suburban",NA,NA,10.907222,44.53389,0,"CASTELVETRO DI MODENA",NA,"36008","Castelvetro di Modena","no",10.9072875975944,44.5338745114244
6678,"IT1482A","904820","IT","Italy","FI-MONTELUPO-PRATELLE 904820",980121600000,"2007-05-10","Industrial",NA,"rural",NA,NA,10.997223,43.725277,40,"MONTELUPO FIORENTINO",NA,"48028","Montelupo Fiorentino","no",10.9973144529868,43.725280761669
6679,"IT1484A","904822","IT","Italy","FI-CALENZANO-BOCCACCIO 904822",980899200000,"2010-08-03","Industrial",NA,"rural",NA,NA,11.177222,43.849998,40,"CALENZANO",NA,"48005","Calenzano","no",11.1773071286379,43.8500976560681
6680,"IT1485A","1506101","IT","Italy","CE53 CENTURANO 1506101",791596800000,NA,"Traffic","urban","suburban",NA,"Wide street: L/H > 1.5",14.36,41.07,70,"CASERTA",NA,NA,NA,"no",14.3601074215172,41.0701293948354
6681,"IT1486A","1506102","IT","Italy","CE51 ISTITUTO MANZONI 1506102",773020800000,NA,"Traffic","urban","urban",NA,"Canyon street: L/H < 1.5",14.344722,41.084444,68,"CASERTA",NA,NA,NA,"no",14.3447265624439,41.0844726565279
6682,"IT1487A","1506103","IT","Italy","CE52 SCUOLA DE AMICIS 1506103",773020800000,NA,"Traffic",NA,"urban",NA,"Canyon street: L/H < 1.5",14.3375,41.0825,68,"CASERTA",NA,NA,NA,"no",14.3375244139766,41.0825195315724
6683,"IT1488A","1506104","IT","Italy","CE54 SCUOLA SETTEMBRINI 1506104",825638400000,NA,"Traffic","suburban","suburban",NA,"Wide street: L/H > 1.5",14.397778,41.060278,71,"MADDALONI",NA,NA,NA,"no",14.3978881836283,41.0603027342565
6684,"IT1491A","1506301","IT","Italy","NA07 ENTE FERROVIE 1506301",744163200000,NA,"Traffic","urban","urban",NA,"Canyon street: L/H < 1.5",14.271667,40.853611,13,"NAPOLI",NA,NA,NA,"no",14.271728515632,40.8536987304183
6685,"IT1492A","1506302","IT","Italy","NA03 I POLICLINICO 1506302",738892800000,NA,"Traffic","urban","urban",NA,"Canyon street: L/H < 1.5",14.254167,40.849722,42,"NAPOLI",NA,NA,NA,"no",14.2540893557149,40.8496704099634
6686,"IT1493A","1506303","IT","Italy","NA09 I.T.I.S. ARGINE 1506303",825638400000,NA,"Traffic","suburban","suburban",NA,"Wide street: L/H > 1.5",14.352222,40.854722,33,"NAPOLI",NA,NA,NA,"no",14.3522949217132,40.8546752932335
6687,"IT1495A","1506305","IT","Italy","NA08 OSPEDALE NUOVO PELLEGRINI 1506305",825638400000,NA,"Traffic","urban","suburban",NA,"Highway: average speed vehicles > 80 km/h",14.281389,40.8675,143,"NAPOLI",NA,NA,NA,"no",14.2814941406116,40.8674926755155
6688,"IT1496A","1506306","IT","Italy","NA02 OSPEDALE SANTOBONO 1506306",757382400000,NA,"Traffic","urban","urban",NA,"Canyon street: L/H < 1.5",14.231389,40.85,173,"NAPOLI",NA,NA,NA,"no",14.2315063472759,40.850097655956
6689,"IT1497A","1506307","IT","Italy","NA01 OSSERVATORIO ASTRONOMICO 1506307",738892800000,NA,"Background","urban","suburban",NA,"Wide street: L/H > 1.5",14.254444,40.862778,145,"NAPOLI",NA,NA,NA,"no",14.2545166016505,40.8629150394018
6690,"IT1498A","1506308","IT","Italy","NA04 SCUOLA SILIO ITALICO 1506308",738892800000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",14.198333,40.823889,28,"NAPOLI",NA,NA,NA,"no",14.1983032228845,40.823913574506
6691,"IT1504A","1506503","IT","Italy","SA22 U.S.L. 53 1506503",757382400000,NA,"Traffic","urban","urban",NA,"Canyon street: L/H < 1.5",14.769722,40.683889,35,"SALERNO",NA,NA,NA,"no",14.769714355353,40.6838989255477
6692,"IT1509A",NA,"IT","Italy",NA,NA,NA,"background",NA,"suburban",NA,NA,8.786132,45.40973,NA,NA,NA,NA,NA,NA,8.78607177710068,45.4097290036638
6693,"IT1510A","10303","IT","Italy","Verbania - Gabardi 10303",9.072e+11,NA,"Background","suburban","urban",NA,NA,8.565556,45.930279,197,"VERBANIA",NA,"103072","Verbania","no",8.56567382769251,45.9302978516987
6694,"IT1515A","10308","IT","Italy","Pieve Vergonte - Industria 10308",9.072e+11,NA,"Background","suburban","suburban",NA,NA,8.268888,46.011944,232,"PIEVE VERGONTE",NA,"103054","Pieve Vergonte","no",8.26892089822261,46.0120849611991
6695,"IT1517A","10310","IT","Italy","Novara - Leonardi 10310",9.072e+11,"2008-12-29","Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",8.608334,45.4375,159,"NOVARA",NA,"3106","Novara","no",8.60827636715979,45.4374999997401
6696,"IT1518A","10311","IT","Italy","Novara - Verdi 10311",9.072e+11,NA,"Background","urban","urban",NA,NA,8.620556,45.438335,159,"NOVARA",NA,"3106","Novara","no",8.62048339838421,45.4384765627395
6697,"IT1519A","10401","IT","Italy","Saliceto - Moizo 10401",962409600000,NA,"Background","rural background","rural",NA,"Unknown",8.1675,44.413612,390,"SALICETO",NA,"4201","Saliceto","no",8.16748046834346,44.4136962891258
6698,"IT1522A","10502","IT","Italy","Buttigliera d'Asti - Riva 10502",1016323200000,"2009-01-29","Background","rural background","rural",NA,NA,7.940834,45.017498,280,"BUTTIGLIERA D'ASTI",NA,"5012","Buttigliera d'Asti","no",7.94091796863854,45.0175170900729
6699,"IT1523A","10501","IT","Italy","Asti - D'Acquisto 10501",1016323200000,NA,"Background","urban","urban",NA,NA,8.205277,44.90889,149,"ASTI",NA,"5005","Asti","no",8.2053222655883,44.9088745120239
6700,"IT1524A","10407","IT","Italy","Alba - Tanaro 10407",1009843200000,NA,"Background","urban","urban",NA,NA,8.033055,44.703613,164,"ALBA",NA,"4003","Alba","no",8.0330810546075,44.7036743161866
6701,"IT1529A","10402","IT","Italy","Cuneo - Alpini 10402",1009843200000,NA,"Background","urban","urban",NA,NA,7.538055,44.381664,551,"CUNEO",NA,"4078","Cuneo","no",7.53808593733437,44.3817138672799
6702,"IT1531A","10312","IT","Italy","Omegna - De Angelis 10312",1019001600000,NA,"Background","urban","urban",NA,NA,8.406944,45.879166,305,"OMEGNA",NA,"103050","Omegna","no",8.40692138664137,45.8790893556157
6703,"IT1532A","10203","IT","Italy","Borgosesia - Tonella 10203",1012953600000,NA,"Background","urban","urban",NA,NA,8.283055,45.713055,345,"BORGOSESIA",NA,"2016","Borgosesia","no",8.28308105462262,45.7130737306211
6704,"IT1533A","10202","IT","Italy","Vercelli - Gastaldi 10202",1012953600000,NA,"Traffic","urban","urban",NA,"Unknown",8.415277,45.328331,131,"VERCELLI",NA,"2158","Vercelli","no",8.41528320354663,45.3283081051691
6705,"IT1534A","502413","IT","Italy","THIENE 502413",999043200000,NA,"Traffic",NA,"urban",NA,"Unknown",11.472222,45.716111,138,"THIENE",NA,NA,NA,"no",11.4722900392315,45.7161254883681
6706,"IT1535A","502313","IT","Italy","LEGNAGO 502313",993945600000,NA,"Background","urban","urban",NA,NA,11.311389,45.183613,25,"LEGNAGO",NA,"23044","Legnago","no",11.3115234378712,45.1837158202326
6707,"IT1536A","701113","IT","Italy","MAGGIOLINA - LA SPEZIA 701113",1028851200000,NA,"Background","urban","urban",NA,NA,9.842777,44.117775,6,"LA SPEZIA",NA,"11015","La Spezia","no",9.84289550816205,44.1179199219377
6708,"IT1537A","603212","IT","Italy","TOR BANDENA 603212",989539200000,NA,"Traffic",NA,"urban",NA,"Unknown",13.771111,45.650002,12,"TRIESTE",NA,"32006","Trieste","no",13.7711181642652,45.6500854490996
6709,"IT1538A","603104","IT","Italy","MONFALCONE 603104",1038441600000,NA,"Traffic","urban","urban",NA,"Unknown",13.528889,45.809998,5,"MONFALCONE",NA,"31012","Monfalcone","no",13.528930664054,45.8101196290602
6710,"IT1539A","603018","IT","Italy","MONTE ZONCOLAN - SUTRIO 603018",978307200000,NA,"Background","rural","rural",NA,NA,12.931667,46.507221,1717,"SUTRIO",NA,"30088","Ravascletto","no",12.9317016601641,46.5073242187226
6711,"IT1542A","701107","IT","Italy","FOLLO 701107",1.024272e+12,NA,"Background",NA,"rural",NA,NA,9.846666,44.169724,140,"FOLLO",NA,"11013","Follo","no",9.84667968734755,44.1696777342385
6712,"IT1543A","603017","IT","Italy","TUGLIEZZO - STIVOLI TUGLIEZZO 603017",978307200000,NA,"Background","rural","rural",NA,"Unknown",13.150833,46.367775,510,"VENZONE",NA,"30131","Venzone","no",13.1508789060007,46.3679199221178
6713,"IT1544A","701112","IT","Italy","FOSSAMASTRA - LA SPEZIA 701112",1032998400000,NA,"Industrial",NA,"urban",NA,NA,9.857779,44.106667,3,"LA SPEZIA",NA,"11015","La Spezia","no",9.85791015643334,44.1066894533955
6714,"IT1545A","701111","IT","Italy","PITELLI - LA SPEZIA 701111",1025049600000,NA,"Industrial",NA,"suburban",NA,NA,9.878612,44.093609,130,"LA SPEZIA",NA,"11015","La Spezia","no",9.87872314419938,44.0936889646845
6715,"IT1546A","701110","IT","Italy","LE GRAZIE - PORTOVENERE 701110",1.025568e+12,NA,"Industrial",NA,"suburban",NA,NA,9.838888,44.06472,21,"PORTOVENERE",NA,"11022","Portovenere","no",9.83892822267724,44.0646972653876
6716,"IT1547A","701109","IT","Italy","SAN VENERIO - LA SPEZIA 701109",1024790400000,NA,"Industrial",NA,"suburban",NA,NA,9.865833,44.128609,176,"LA SPEZIA",NA,"11015","La Spezia","no",9.8659057616383,44.1287231443984
6717,"IT1548A","701108","IT","Italy","BOLANO 701108",1041292800000,NA,"Background","rural","rural",NA,NA,9.897778,44.183056,275,"BOLANO",NA,"11004","Bolano","no",9.89788818335644,44.1831054690695
6718,"IT1549A","701028","IT","Italy","CAMPORA - CAMPOMORONE 701028",907891200000,NA,"Industrial",NA,"suburban",NA,NA,8.873889,44.518612,120,"CAMPOMORONE",NA,"10009","Campomorone","no",8.87390136678283,44.5186767580443
6719,"IT1550A","904907","IT","Italy","LI-MAUROGORDATO 904907",1.001808e+12,NA,"Background","suburban","suburban",NA,NA,10.347778,43.513889,65,"LIVORNO",NA,NA,NA,"no",10.3479003909494,43.5139160158864
6720,"IT1551A","904819","IT","Italy","FI-SCANDICCI 904819",733622400000,NA,"Background","urban","urban",NA,NA,11.192778,43.756943,45,"SCANDICCI",NA,NA,NA,"no",11.1926879886095,43.7570800784221
6721,"IT1552A","1908209","IT","Italy","DI BLASI 1908209",1017273600000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",13.328889,38.121387,55,"PALERMO",NA,"82053","Palermo","no",13.3289184573745,38.1215209963127
6722,"IT1553A","904705","IT","Italy","PT-MONTALE 904705",975628800000,NA,"Background","rural","rural",NA,NA,11.006945,43.916111,48,"MONTALE",NA,"47010","Montale","no",11.0070800779664,43.9160766602708
6723,"IT1554A","904704","IT","Italy","PT-MONT-VIA-ADUA 904704",975628800000,NA,"Traffic",NA,"suburban",NA,NA,10.765278,43.888889,37,"MONTECATINI-TERME",NA,NA,NA,"no",10.7653198245892,43.8889160153463
6724,"IT1555A","904703","IT","Italy","PT-MONT-VIA-MERLINI 904703",975628800000,NA,"Background","urban","urban",NA,NA,10.769167,43.876667,21,"MONTECATINI-TERME",NA,NA,NA,"no",10.7692871091757,43.8767089844225
6725,"IT1556A","700801","IT","Italy","CORSO GENOVA 700801",1019260800000,NA,"Traffic",NA,"suburban",NA,"Wide street: L/H > 1.5",7.614444,43.790276,10,"VENTIMIGLIA",NA,"8065","Ventimiglia","no",7.61450195342806,43.7902832032186
6726,"IT1557A","904911","IT","Italy","LI-CAPPIELLO 904911",1000339200000,NA,"Background",NA,"urban",NA,NA,10.321667,43.52,13,"LIVORNO",NA,NA,NA,"no",10.321716308726,43.5200805666165
6727,"IT1558A","904910","IT","Italy","LI-MAZZINI 904910",1001030400000,"2013-01-01","Traffic",NA,"urban",NA,NA,10.305278,43.543333,3,"LIVORNO",NA,NA,NA,"no",10.3052978514821,43.5432739256703
6728,"IT1559A","904909","IT","Italy","LI-GOBETTI 904909",1001894400000,NA,"Industrial",NA,"urban",NA,NA,10.327222,43.566666,2,"LIVORNO",NA,NA,NA,"no",10.327270507686,43.566711425631
6729,"IT1560A","904908","IT","Italy","LI-CARDUCCI 904908",993254400000,NA,"Traffic",NA,"urban",NA,NA,10.329722,43.554722,9,"LIVORNO",NA,NA,NA,"no",10.3297119139309,43.5546875001192
6730,"IT1564A","1104215","IT","Italy","ANCONA/VIA BOCCONI 1104215",1.02816e+12,NA,"Traffic","urban","urban",NA,"Wide street: L/H > 1.5",13.514722,43.607777,5,"ANCONA",NA,"42002","Ancona","no",13.5147094725204,43.6079101561161
6731,"IT1565A","1908968","IT","Italy","TISIA 1908968",1027123200000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",15.289445,37.083054,52,"SIRACUSA",NA,"89017","Siracusa","no",15.2894897458769,37.0831298831439
6732,"IT1566A","1908967","IT","Italy","TERACATI 1908967",1027123200000,NA,"Traffic",NA,"urban",NA,"Wide street: L/H > 1.5",15.281111,37.080833,40,"SIRACUSA",NA,"89017","Siracusa","no",15.28112792987,37.0808715821824
6733,"IT1567A","904814","IT","Italy","FI-ROSSELLI 904814",723254400000,"2005-04-09","Traffic",NA,"urban",NA,NA,11.238056,43.777779,45,"FIRENZE",NA,"48017","Firenze","no",11.2380981442254,43.7778930662654
